,basket
103,"sausage,whole milk,yogurt,coffee,fruit/vegetable juice,bottled beer,softener,napkins,photo/film,shopping bags"
607,"beef,hamburger meat,citrus fruit,whole milk,mustard,soap"
7413,"whole milk,pastry,semi-finished bread,sugar,soda,salty snack,specialty bar"
3357,"tropical fruit,other vegetables,whipped/sour cream,white bread"
3826,"tropical fruit,pip fruit"
8259,"berries,yogurt,whipped/sour cream,sugar"
8953,"butter milk,yogurt,salty snack,specialty chocolate"
3223,"sausage,meat,rolls/buns,canned beer,popcorn,nut snack,waffles,shopping bags"
969,"tropical fruit,pastry,canned beer,chocolate"
5869,"frankfurter,other vegetables"
6901,"sausage,root vegetables,butter,oil,pickled vegetables,bottled beer,shopping bags"
5139,"canned beer,long life bakery product"
3940,bottled water
606,"pip fruit,butter,frozen meals,pasta,bottled water"
4920,"butter milk,ice cream,coffee,bottled water,fruit/vegetable juice,hygiene articles,shopping bags"
7136,"root vegetables,whole milk,beverages,salt"
803,"tropical fruit,whole milk,rolls/buns,semi-finished bread,margarine,fruit/vegetable juice,long life bakery product,newspapers"
5831,"tropical fruit,whole milk,beverages,rolls/buns"
432,"tropical fruit,other vegetables,rolls/buns"
6849,"other vegetables,whipped/sour cream,rolls/buns,pastry,sweet spreads,chocolate"
9221,"rolls/buns,newspapers"
8224,"beef,frozen vegetables,rolls/buns,soda,chewing gum,photo/film"
2054,"sausage,ham,chicken,other vegetables,whole milk,butter,whipped/sour cream,cream cheese "
4561,"beverages,misc. beverages"
8187,"beef,root vegetables,other vegetables,bottled water,soda"
6764,"ham,tropical fruit,beverages,white bread,pastry,waffles,specialty chocolate,specialty bar"
5616,canned beer
3455,"frankfurter,berries,whipped/sour cream,domestic eggs,rolls/buns,cooking chocolate"
1497,"canned beer,salty snack,shopping bags"
5527,"grapes,other vegetables,whole milk,sugar"
2883,"bottled water,soda"
5560,artif. sweetener
8734,"chocolate,candy"
3583,"pastry,canned beer"
3409,"meat,root vegetables,whole milk"
5821,"frankfurter,beef,pip fruit,root vegetables,other vegetables,curd,yogurt,margarine,sugar"
2450,"yogurt,pastry,canned beer,red/blush wine"
3268,"pip fruit,root vegetables,other vegetables,dessert,domestic eggs,margarine,cereals,soda,candles"
4443,"pork,pip fruit,root vegetables,other vegetables,curd,butter milk,margarine,newspapers"
8709,"chicken,pork,whole milk,whipped/sour cream,coffee"
8477,"frankfurter,tropical fruit,whole milk,rolls/buns,bottled water,napkins"
5546,pip fruit
9035,"ham,pork,berries,root vegetables,oil,soda,bottled beer,salty snack,popcorn,newspapers"
9156,"other vegetables,whole milk,soda,shopping bags"
9220,"sausage,other vegetables,butter,whipped/sour cream,cream,roll products ,oil,white wine,flower (seeds)"
3252,sausage
5656,"turkey,other vegetables,butter,rolls/buns,pastry,oil"
2843,"frankfurter,brown bread,bottled beer"
9243,"citrus fruit,tropical fruit,pip fruit,root vegetables,rolls/buns"
1673,bottled water
5037,white wine
1145,"sausage,yogurt,pastry,margarine,soda,bottled beer,flower (seeds)"
9182,"pork,root vegetables,other vegetables,whole milk,cream cheese ,coffee,bottled water,bottled beer"
3591,domestic eggs
9607,"frankfurter,pork,citrus fruit,whole milk,whipped/sour cream,rolls/buns,oil,sugar,soups,bottled water,bottled beer"
319,"grapes,root vegetables"
3295,"pork,pip fruit,other vegetables,butter,rice,margarine,soda,waffles,shopping bags"
9090,"other vegetables,whole milk,canned beer"
9476,"pip fruit,beverages,bottled water,soda,fruit/vegetable juice,cling film/bags,shopping bags"
4122,"finished products,bottled water,specialty bar,newspapers"
517,"pork,beef,berries,packaged fruit/vegetables,whole milk,mayonnaise,frozen fish,frozen potato products,oil,mustard,cat food,coffee,soda,chocolate,dish cleaner,napkins,newspapers"
8633,"sausage,tropical fruit,condensed milk,soda,specialty chocolate"
2107,"tropical fruit,other vegetables,whole milk,frozen vegetables,pastry,cake bar"
1950,frozen vegetables
8850,"pork,whole milk,soda,canned beer,salty snack,chewing gum,candy"
1266,"sausage,other vegetables,whole milk"
4134,"tropical fruit,other vegetables"
3269,"citrus fruit,soft cheese,domestic eggs,pastry,oil,baking powder,pickled vegetables,dog food,coffee"
1473,"other vegetables,whole milk,soups,bottled water,bottled beer"
2870,"frozen meals,bottled beer"
2795,"tropical fruit,onions,spread cheese,coffee,canned beer,liquor (appetizer),red/blush wine,dental care,light bulbs,newspapers"
873,"sausage,ham,citrus fruit,tropical fruit,berries,packaged fruit/vegetables,whole milk,whipped/sour cream,sliced cheese,pastry,sugar,baking powder"
4427,"cream cheese ,fruit/vegetable juice"
865,"berries,frozen vegetables,pet care,instant coffee"
3139,"citrus fruit,tropical fruit,yogurt,UHT-milk,domestic eggs,mustard,canned fish"
9393,"yogurt,ice cream,soda,long life bakery product,specialty chocolate,napkins"
6673,"brown bread,pastry,bottled water"
6377,"domestic eggs,rolls/buns"
6478,"grapes,berries,root vegetables,other vegetables,packaged fruit/vegetables,curd,yogurt,brown bread,pastry"
8901,"whole milk,waffles"
7061,"pip fruit,dish cleaner,napkins"
2945,"sausage,UHT-milk"
8141,"bottled beer,seasonal products"
7724,"citrus fruit,whipped/sour cream,brown bread,bottled water,hygiene articles"
5222,cat food
1198,"citrus fruit,tropical fruit,grapes,whole milk,brown bread,pastry"
3366,"beverages,frozen vegetables,coffee,soda,fruit/vegetable juice,cling film/bags"
3579,waffles
9719,yogurt
7680,"condensed milk,coffee,shopping bags"
7015,"yogurt,soda,fruit/vegetable juice"
609,frozen chicken
5259,"dessert,specialty chocolate"
5494,"tropical fruit,yogurt,UHT-milk,bottled water,soda"
196,canned beer
5098,"beverages,rolls/buns,soda,seasonal products"
6276,"whipped/sour cream,rolls/buns"
600,canned beer
2831,"sausage,finished products,beverages,domestic eggs,pastry,salty snack"
7476,"root vegetables,margarine,pet care"
1660,"frankfurter,pip fruit,other vegetables,whole milk"
4303,"pip fruit,rolls/buns,bottled water,soda,newspapers"
6111,"pork,root vegetables,rice,sparkling wine,hygiene articles,newspapers,shopping bags"
3667,frozen dessert
6120,"citrus fruit,root vegetables,other vegetables,ice cream"
1912,"liver loaf,pork,citrus fruit,tropical fruit,root vegetables,other vegetables,whole milk,curd,dessert,yogurt,frozen vegetables,brown bread,semi-finished bread,oil,dog food,fruit/vegetable juice"
4566,bottled water
9489,waffles
339,"frankfurter,other vegetables,whole milk,curd,frozen potato products,zwieback,specialty bar,dish cleaner"
2404,"ham,beef,citrus fruit,tropical fruit,cream cheese ,bottled water,newspapers"
9695,berries
9390,"pip fruit,root vegetables,packaged fruit/vegetables,whole milk,domestic eggs,flour,salt"
8042,"frankfurter,tropical fruit,pip fruit,sliced cheese,mayonnaise,domestic eggs,rolls/buns,fruit/vegetable juice,shopping bags"
3594,bottled beer
3899,canned beer
1599,"pork,onions,other vegetables,bottled beer"
5199,"sausage,ham,pip fruit,onions,other vegetables,hard cheese,white bread,bottled water,shopping bags"
787,"rolls/buns,red/blush wine,newspapers"
2231,bottled beer
6649,"citrus fruit,coffee,canned beer,chewing gum,shopping bags"
3546,"citrus fruit,root vegetables,whole milk,coffee"
2663,"sausage,butter milk,rolls/buns,bottled water,soda,canned beer,shopping bags"
878,"yogurt,beverages,coffee"
9712,salty snack
9028,"frankfurter,pork,other vegetables,butter milk,UHT-milk,sliced cheese,brown bread,margarine"
6056,"chicken,beef,tropical fruit,berries,frozen vegetables,zwieback,dishes"
2072,"cat food,chocolate"
6754,rolls/buns
12,beef
1956,"beef,pot plants"
4903,"whole milk,frozen vegetables"
1478,"ham,other vegetables,whole milk,frozen vegetables"
4691,"whipped/sour cream,pastry,bottled water"
5137,condensed milk
1545,"sausage,pip fruit,whipped/sour cream,detergent,dental care"
9339,"coffee,dish cleaner"
64,"rolls/buns,pastry,soda"
2611,"other vegetables,pastry,candy,napkins"
2048,"canned beer,liquor"
5450,"whole milk,sugar,cat food"
6885,"yogurt,canned beer"
1028,onions
6272,"sausage,meat,brown bread,bottled water,soda,canned beer,shopping bags"
4497,chicken
615,"meat,hamburger meat,root vegetables,packaged fruit/vegetables,whole milk,butter,newspapers"
9012,"hamburger meat,tropical fruit,other vegetables,shopping bags"
7947,"yogurt,UHT-milk,cream cheese ,rolls/buns,brown bread,pastry,pickled vegetables,canned fish,cling film/bags"
9292,"ham,butter,condensed milk"
8209,"hamburger meat,other vegetables,curd,rolls/buns,bottled beer,specialty bar"
323,chicken
8693,"turkey,citrus fruit,pip fruit,root vegetables,onions,other vegetables,whole milk,butter,spices,bottled water,bottled beer"
9669,"curd,brown bread,canned fruit,shopping bags"
5256,"beef,tropical fruit,whole milk,margarine,soda,candles"
1387,"root vegetables,other vegetables,white bread,sparkling wine"
9794,"pip fruit,whole milk,pastry,hygiene articles,napkins"
8547,"yogurt,cake bar"
3976,"other vegetables,spices,coffee"
8959,"sausage,meat,herbs,other vegetables,soft cheese,margarine,cat food,shopping bags"
7673,baking powder
9420,"curd,specialty chocolate"
7041,"white bread,flour,fruit/vegetable juice,hygiene articles"
2753,"bottled water,long life bakery product"
6144,"other vegetables,UHT-milk,canned vegetables,bottled water,cake bar,shopping bags"
7142,whole milk
5553,"frozen meals,ice cream,frozen potato products"
2766,"pastry,sugar,mustard,chewing gum,shopping bags"
542,"frankfurter,tropical fruit,pip fruit,curd,UHT-milk,hard cheese,domestic eggs,rolls/buns,hygiene articles,napkins,shopping bags"
8731,"butter,bottled beer"
5433,"frankfurter,sausage,tropical fruit,root vegetables,whole milk,pastry"
24,"tropical fruit,root vegetables,other vegetables,frozen dessert,rolls/buns,flour,sweet spreads,salty snack,waffles,candy,bathroom cleaner"
8094,"canned beer,shopping bags"
5128,"fish,specialty chocolate"
3184,"root vegetables,UHT-milk,soda"
6243,"chicken,citrus fruit,tropical fruit,pip fruit,whole milk,white bread"
2979,"soda,skin care"
1443,"liver loaf,tropical fruit,pip fruit,grapes,whole milk,curd,whipped/sour cream,frozen vegetables,baking powder"
2557,coffee
7522,"hamburger meat,cream cheese ,sweet spreads,coffee,canned beer,cling film/bags,shopping bags"
8557,prosecco
2813,bottled beer
6580,citrus fruit
4697,"long life bakery product,house keeping products"
1190,shopping bags
8484,"pork,frozen vegetables"
7430,"pork,beef,berries,domestic eggs,oil"
3087,"UHT-milk,canned beer"
2524,"beverages,white bread,pastry,newspapers,shopping bags"
2815,"hamburger meat,other vegetables,frozen vegetables,frozen meals,cat food,fruit/vegetable juice"
5719,whole milk
7229,"cream cheese ,coffee,bottled water"
5992,"rolls/buns,bottled water,dental care,shopping bags"
1163,chewing gum
20,other vegetables
3331,"whole milk,pickled vegetables,bottled water,fruit/vegetable juice,candy"
5503,newspapers
6041,ham
7295,"curd cheese,rolls/buns,bottled beer"
7452,"pork,herbs,other vegetables,whole milk,curd cheese,fruit/vegetable juice"
2670,"meat,whole milk,yogurt,soda,male cosmetics"
2224,"whipped/sour cream,pastry,canned fish,soda,waffles,dish cleaner,napkins"
8958,"chicken,frozen vegetables,bottled beer"
4250,"yogurt,bottled water"
9275,"root vegetables,butter milk,cream cheese ,spread cheese"
8475,"rolls/buns,soda"
6953,"whole milk,semi-finished bread,sugar,coffee,seasonal products,hygiene articles,napkins,shopping bags"
8292,"root vegetables,bottled water,white wine"
4404,"tropical fruit,root vegetables,other vegetables,yogurt,whipped/sour cream,rolls/buns,margarine,instant coffee,soda,newspapers"
7503,canned beer
4998,"packaged fruit/vegetables,pastry"
3488,"pip fruit,fruit/vegetable juice"
5422,"frankfurter,hamburger meat,grapes,other vegetables,whole milk,butter milk,whipped/sour cream,mayonnaise,white bread,roll products ,sauces,salty snack,waffles,chocolate"
1488,"other vegetables,oil,margarine,dishes"
513,"coffee,detergent,hygiene articles,photo/film"
8426,"citrus fruit,pip fruit,butter,spices,bottled beer,long life bakery product,specialty bar,dental care,napkins,light bulbs"
8297,citrus fruit
2767,frankfurter
4530,"citrus fruit,tropical fruit,root vegetables,other vegetables,whole milk"
6307,flower soil/fertilizer
3528,shopping bags
9130,"citrus fruit,tropical fruit,pip fruit,whole milk,yogurt,rolls/buns,pastry,white wine,red/blush wine,hygiene articles"
3170,"ham,tropical fruit,beverages,hard cheese,waffles,chocolate,specialty chocolate,specialty bar"
2290,waffles
3693,"tropical fruit,whole milk,yogurt,beverages,brown bread,newspapers"
2895,white wine
4919,"sausage,white wine,napkins"
2097,"UHT-milk,mayonnaise,rolls/buns,pickled vegetables,soda,hygiene articles,shopping bags"
6538,"sausage,chicken,tropical fruit,grapes,berries,ice cream,misc. beverages"
3980,candy
9615,"frozen meals,shopping bags"
4491,"sausage,other vegetables,whole milk,dessert,domestic eggs,rolls/buns,white bread,bottled water,soda,chocolate,detergent,shopping bags"
1036,"coffee,misc. beverages,bottled beer"
3847,"brandy,specialty bar"
9265,red/blush wine
808,"beef,whole milk,frozen vegetables,brown bread,pastry,coffee"
1812,"sausage,meat,tropical fruit,soda,hygiene articles"
3096,"soda,specialty bar"
3658,"soda,canned beer"
8391,frozen vegetables
4478,"tropical fruit,pip fruit,grapes,whole milk"
3008,"other vegetables,white bread"
7998,canned beer
7748,citrus fruit
6613,"misc. beverages,specialty chocolate,candy"
6474,"root vegetables,other vegetables"
924,"soda,shopping bags"
8960,"sausage,citrus fruit,soda,fruit/vegetable juice,salty snack,napkins,cling film/bags"
1153,"pork,frozen meals,frozen fish,shopping bags"
143,whole milk
4676,"other vegetables,cake bar"
5392,canned beer
6902,"other vegetables,pastry,canned fruit,chocolate,dishes"
3345,"frozen chicken,fruit/vegetable juice,bottled beer,shopping bags"
9388,"other vegetables,UHT-milk"
2984,"chicken,citrus fruit,curd,yogurt,domestic eggs,rolls/buns,spices,bottled water,waffles,chocolate,shopping bags"
7063,"root vegetables,butter,curd,pastry,chocolate,kitchen towels"
1214,fruit/vegetable juice
677,"whole milk,sliced cheese,margarine,cat food,detergent,dishes,shopping bags"
2296,"beverages,waffles"
5195,other vegetables
1810,photo/film
3045,"citrus fruit,tropical fruit,other vegetables,whole milk,butter,yogurt,whipped/sour cream,soft cheese,sliced cheese,hard cheese,roll products ,margarine,soda,misc. beverages,fruit/vegetable juice,chocolate,newspapers"
1235,whole milk
9825,"chicken,hamburger meat,citrus fruit,root vegetables,other vegetables,cream cheese ,curd cheese,domestic eggs,cat food,long life bakery product"
6382,"citrus fruit,butter"
2652,beverages
3921,"coffee,pot plants"
9066,"other vegetables,whole milk,whipped/sour cream,pastry,bottled beer"
3429,"bottled beer,shopping bags"
1114,"meat,other vegetables,whole milk,yogurt,soft cheese,sliced cheese,domestic eggs,margarine,cat food,pet care,coffee,bottled beer,red/blush wine,dish cleaner,napkins,kitchen towels"
3915,"citrus fruit,pip fruit,whole milk,sliced cheese,salty snack"
1293,"citrus fruit,other vegetables,whole milk,yogurt,hard cheese,specialty cheese,rolls/buns,flour,cat food"
4140,"frankfurter,sausage,ham,tropical fruit,rolls/buns,pastry,chocolate,napkins"
7153,"frankfurter,rolls/buns"
1248,"chicken,berries,mayonnaise,frozen vegetables,salty snack,newspapers"
4455,"curd,yogurt,domestic eggs,white bread,instant coffee,long life bakery product"
8423,"brown bread,pastry,semi-finished bread,dog food,coffee,fruit/vegetable juice"
5438,rolls/buns
9383,"whole milk,butter,domestic eggs,bottled water,salty snack"
6303,"liver loaf,rolls/buns,soda"
4037,"other vegetables,rolls/buns,brown bread"
4571,"salty snack,candy"
2757,"pork,yogurt,beverages,frozen vegetables,frozen meals,rolls/buns,potato products,bottled beer,chocolate marshmallow,kitchen towels"
1130,"ham,tropical fruit,cream cheese ,processed cheese,white bread,candy"
9461,bottled beer
3229,specialty chocolate
8315,"bottled water,canned beer"
8331,"other vegetables,chocolate"
7954,"sliced cheese,rolls/buns,specialty chocolate"
4865,"grapes,other vegetables,soda,canned beer"
2535,"pip fruit,other vegetables,whole milk,butter,curd,rolls/buns,margarine,baking powder,bottled water,bottled beer,canned beer,cooking chocolate,napkins"
8232,"frankfurter,beef,other vegetables,pasta,margarine,canned fish,dishes,cling film/bags"
1817,"soda,house keeping products"
1170,"pork,tropical fruit,other vegetables,dessert,yogurt,roll products ,flour,rice,coffee,bottled water,soda,fruit/vegetable juice,canned beer,salty snack"
2446,sausage
8350,bottled water
1841,"tropical fruit,grapes,oil,canned vegetables,tea,fruit/vegetable juice,snack products"
